trick_name,capacity,siteswap,animation,tutorial,difficulty,source,description
501,2,501,https://vignette.wikia.nocookie.net/juggle/images/0/03/501_200.gif,,,https://juggle.wikia.com/wiki/501,"           501    2 ball snowball trick     Capacity    2     Period    3     Full period    6     Orbits    2     Composition    Prime     States    (Excited state) 101 (5) 01001 (0) 1001 (1)      Ladder diagram         Stack notation    201    501 (also called the snowball trick ) is a symmetrical 2 object siteswap with crossing throws. There is one object that is always thrown with the right hand, and one that is always thrown with the left hand. After the right hand throws the first object, it catches the second object and passes it across to the left hand before the first object is caught. Then the left hand throws the second object, catches the first object, and passes it back over to the right hand before the second object is caught, and the pattern repeats. This is an excited state siteswap, starting in the state 101. You can either start the pattern with both objects held in one hand, or hold an object in each hand and make a crossing throw before starting the pattern with a 5 from the other hand:   ...2222 3 501501501501 5020 2222...    Video : 2 club 501 with the 5s caught under the leg and the 1s passed behind the back by Wes Peden   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Exercises to prepare for 501 :  1 ball 5  2 ball 5005  2 ball 5201  2 ball 5205015   Variations Edit  612  723  834  945   531  504  801  534  831  804   70701  9090901   52512   40  6011  70111  801111  9011111       501      Retrieved from "" http://juggle.wikia.com/wiki/501?oldid=19624 ""     "
Quins,,,,,,https://juggle.wikia.com/wiki/Quins,"         Quintuple rotations or quins are throws where each club  rotates five times before being caught. Clubs are normally juggled with fewer rotations per throw, and juggling them with quins is a more difficult trick. Quins can be used in club juggling tricks that require very high throws, such as 3 club 1440s , 4 and 5 club 1080s , and 6 club b97531 .  See also Edit  Club rotation  Singles  Doubles  Triples  Quads  Flats  Reverse spins     Retrieved from "" http://juggle.wikia.com/wiki/Quins?oldid=15542 ""     "
Halfshower,4,,https://vignette.wikia.nocookie.net/juggle/images/3/36/Halfshower.jpg/,"https://www.youtube.com/watch?v=HSvyV27bQxM,,,",,https://juggle.wikia.com/wiki/Halfshower,"            53    4 ball halfshower     Capacity    4     Period    2     Full period    8     Orbits    1     Composition    Prime     States    (Ground state) 1111 (5) 11101 (3)      Ladder diagram         Stack notation    43     Dual    Self-dual        (6x,4x)    5 ball halfshower     Capacity    5     Period    2     Full period    10     Orbits    1     Composition    Prime     States    (1,1)(1,1)(0,1) (6x,4x)      Ladder diagram         Stack notation    (5x,4x)     Dual    Self-dual        73    5 ball excited state halfshower     Capacity    5     Period    2     Full period    10     Orbits    1     Composition    Prime     States    (Excited state) 111101 (7) 1110101 (3)      Ladder diagram         Stack notation    53     Dual    Self-dual        75    6 ball halfshower     Capacity    6     Period    2     Full period    12     Orbits    1     Composition    Prime     States    (Ground state) 111111 (7) 1111101 (5)      Ladder diagram         Stack notation    65     Dual    Self-dual        (8x,4x)    6 ball synch excited state halfshower     Capacity    6     Period    2     Full period    12     Orbits    1     Composition    Prime     States    (Excited state) (1,1)(1,1)(0,1)(0,1) (8x,4x)      Ladder diagram         Stack notation    (6x,4x)     Dual    Self-dual        93    6 ball asynch excited state halfshower     Capacity    6     Period    2     Full period    12     Orbits    1     Composition    Prime     States    (Excited state) 11110101 (9) 111010101 (3)      Ladder diagram         Stack notation    63     Dual    Self-dual        (8x,6x)    7 ball halfshower     Capacity    7     Period    2     Full period    14     Orbits    1     Composition    Prime     States    (1,1)(1,1)(1,1)(0,1) (8x,6x)      Ladder diagram         Stack notation    (7x,6x)     Dual    Self-dual      A halfshower is a pattern where one hand does outside throws and the other hand does inside throws. It can be done in any 2-handed period 2 crossing siteswap that isn't a shower . If one hand throws higher than the other, that hand does outside throws.   5 ball halfshower 3 up 360 animation    5 ball halfshower 5 up 360 animation   Outside throws with rings and clubs are normally done with the props turned sideways ( flat fronts ). In a halfshower, the flat fronts can be thrown behind the other throws to avoid collisions. You can transition from a 5 ball  cascade to the synch halfshower (6x,4x) the same way you would transition to (6x,4)* - make two crossing throws from one hand in the cascade at 6 ball height: ...5555555555 6x56x1x (6x,4x)(6x,4x)(6x,4x)(6x,4x)(6x,4x)... (The 1x is a very short pause in the pattern while holding a ball in the hand that would have thrown next after the second 6x.) To transition back to the cascade , do a pair of (6x,4x) throws with the lower throw at 5 ball height: ...(6x,4x)(6x,4x)(6x,4x)(6x,4x)(6x,4x) (6x,5)(1x,5)! 5555555555... (The (1x,5) is just the first cascade throw, while holding a ball in the other hand a little longer than usual. The exclamation mark means that there is no empty beat after the synchronous (1x,5) pair.)   Siteswap transition animation   The term ""halfshower"" is also sometimes used for crossing patterns where one hand throws higher than the other without doing outside throws. Some jugglers find this to be the easiest way to juggle an even number of objects, especially 6 clubs .  Contents [ show ]        Thomas Dietz doing a halfshower        3 ball halfshower Siteswap: 3    4 ball synch halfshower Siteswap: (4x,4x)    4 ball asynch halfshower Siteswap: 53      5 ball asynch halfshower Siteswap: 5    5 ball synch halfshower Siteswap: (6x,4x)    5 ball 73 halfshower      6 ball halfshower Siteswap: 75    6 ball (8x,4x) halfshower    7 ball halfshower Siteswap: (8x,6x)       4 ball 53    5 ball (6x,4x)    6 ball 75   World records Edit  Halfshower world records with publicly available video evidence: Halfshower with outside throws   5 ball halfshower: 8 minutes and 18 seconds by Ethan Brain in 2017 ( video ) 6 ball halfshower: 2 minutes and 24 seconds by Matan Presberg in 2017 ( video ) 7 ball halfshower: 1 minute by Thomas Dietz and Christian Hauschild in 2015 ( video ) 8 ball halfshower: 159 catches by Thomas Dietz in 2014 ( video ) 9 ball halfshower: 39 catches by Matan Presberg in 2017 ( video ) 10 ball halfshower: 20 catches by Luke Davies in 2017 ( video ) 11 ball halfshower: 15 catches by Luke Davies in 2017 ( video ) 12 ball halfshower: 14 catches by Alex Barron in 2012 ( video )  5 ring halfshower: 1 minute and 21 seconds by Jp Deltell in 2017 ( video ) 6 ring halfshower: 86 catches by Thomas Dietz in 2015 ( video ) 7 ring halfshower: 55 catches by Anthony Gatto in 2008 ( video ) 9 ring halfshower: 11 catches by Anthony Gatto in 2006 ( video at 35:56)  4 club halfshower: 3 minutes and 8 seconds by Willy Colombaioni in 2015 ( video ) 5 club halfshower: 1 minute and 15 seconds by Willy Colombaioni in 2015 ( video ) 6 club halfshower: 38 catches by Wes Peden in 2012 ( Synthetic video at 17:10)   Unverified claims:  5 ball halfshower: 8 minutes and 20 seconds by Paweł Witczak in 2007 ( claim ) 5 ball halfshower: 1 hour, 17 minutes, and 9 seconds by Thomas Dietz ( claim ) 6 ball halfshower: 2 minutes and 56 seconds by Ben Beever in 2004 ( claim ) 6 ball halfshower: 3 minutes by Paweł Witczak in 2008 ( claim ) 6 ball halfshower: 4 minutes and 50 seconds by Haavard Hvidsten in 2007 ( claim ) 6 ball halfshower: 24 minutes by Thomas Dietz in 2007 ( claim ) 7 ball halfshower: 2 minutes and 4 seconds by Thomas Dietz in 2004 ( claim ) 8 ball halfshower: 169 catches by Thomas Dietz in 2004 ( claim ) 10 ball halfshower: 21 catches by Luke Davies ( claim )  4 club halfshower: 6 minutes and 52 seconds by Rob Crites in 2009 ( claim ) 4 club halfshower: 6 minutes and 34 seconds by John Caudrey in 2009 ( claim ) 4 club halfshower: 4 minutes and 29 seconds by Richard Santoss in 2009 ( claim ) 4 club halfshower: 3 minutes and 35 seconds by Wesley Wright in 2007 ( claim ) 4 club halfshower: 3 minutes and 15 seconds by Jay Linn in 2016 ( claim ) 7 club halfshower: 10 throws by Thomas Dietz in 2008 ( claim )   Halfshower siteswap   8 ring 97: 32 catches by Pavel Evsukevich in 2010 ( video )  6 club 75: 1 minute and 15 seconds by Thorsten Barucha in 2004 ( video ) 7 club (8x,6x): 20 catches by Wes Peden in 2016 ( video ) 8 club 97: 8 catches by Daniel Eaker in 2009 ( video )   Unverified claims:  4 club 53: 47 minutes and 20 seconds by Thomas Dietz in 2004 ( claim ) 6 club 75: 3 minutes and 20 seconds by Thomas Dietz in 2007 ( claim ) 8 club 97: 8 catches by Eivind Dragsjø in 2016 ( claim )       Rojic levicky 7 balls Half shower  7 ball halfshower by Rudolf Levitskiy       3 ball half shower tutorial  3 ball halfshower tutorial    Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws that are done in halfshower patterns, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises (without the outside throws). You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. 4 ball halfshower: Prerequisites: 4  ball  fountain , 3 ball halfshower Exercises to prepare for 53 :  1 ball 5  3 ball 5  2 ball 53  2 ball 505  3 ball 531  3 ball 535  3 ball 53505303   5 ball halfshowers: Prerequisites: 5  ball  cascade , 4 ball halfshower Exercises to prepare for (6x,4x) :  1 ball 6x  2 ball (6x,4x)  2 ball (6x,0)(6x,0)(0,0)*  3 ball 6x  3 ball (6x,2x)(6x,4x)(0,0)  4 ball (6x,4x)(4,2)  4 ball (6x,4x)(6x,4x)(4,0)   Exercises to prepare for 73 :  1 ball 7  3 ball 7  2 ball 73  2 ball 707  3 ball 731  3 ball 737  3 ball 7370700303  4 ball 73  4 ball 7373  4 ball 7373707303   6 ball halfshower: Prerequisites: 6  ball  fountain , 5 ball halfshower Exercises to prepare for 75 :  1 ball 7  3 ball 7  2 ball 75  2 ball 707  3 ball 751  3 ball 757  3 ball 70707  4 ball 75  4 ball 7575  5 ball 75751  5 ball 757570752  5 ball 757570757505   7 ball halfshower: Prerequisites: 7  ball  cascade , 6 ball halfshower Exercises to prepare for (8x,6x) :  1 ball 8x  2 ball (8x,6x)  2 ball (8x,0)(8x,0)(8x,0)(0,0)*  3 ball 8x  3 ball (8x,2x)(8x,6x)  3 ball (8x,4x)(0,0)  4 ball (8x,6x)(2,2)(4,2)  4 ball (8x,6x)(8x,6x)(0,0)(4,0)  5 ball (8x,4x)(8x,6x)  5 ball (8x,6x)(8x,6x)  5 ball (8x,4x)(8x,6x)(8x,6x)  6 ball (8x,6x)(8x,6x)(6,2)  6 ball (8x,6x)(8x,6x)(8x,6x)(6,0)   Variations Edit  Crossing high-low patterns with the low throws as outside throws      4 ball inside-outside 53    5 ball inside-outside (6x,4x)    6 ball inside-outside 75   Crossing high-low patterns with all the throws as outside throws      4 ball reverse 53    5 ball reverse (6x,4x)    6 ball reverse 75   Tennis  Reverse tennis  Full reverse   Statue of Liberty  Pseudohalfshower  High-low halfshower  Shower  7733  (8x,4x)*  534  (6x,4)*  (6,4x)*     Retrieved from "" http://juggle.wikia.com/wiki/Halfshower?oldid=21501 ""     "
7531,4,7531,https://vignette.wikia.nocookie.net/juggle/images/7/76/7531_200.gif,,,https://juggle.wikia.com/wiki/7531,"           7531    4 ball freeze-frame     Capacity    4     Period    4     Full period    8     Orbits    2     Composition    Prime     States    (Ground state) 1111 (7) 1110001 (5) 110011 (3) 10111 (1)      Ladder diagram         Stack notation    4321     Dual    Self-dual     Anagrams    1357     7531 is an asymmetrical 4 object siteswap where all the throws cross. The objects are thrown and then caught in the reverse order: the last object thrown is caught first (actually this object is not thrown, it's just passed from one hand straight into the other), and the first object thrown is caught last. This is the 4 object version of 531 . The right hand throws the first ball at 7 ball height (a 7), then the left hand throws the next ball at 5 ball height (a 5), less than half the height of the 7, then the right hand throws the next ball at 3 ball height (a 3), about a quarter of the height of the 5, and then the fourth ball is passed straight from the left hand to the right hand (a 1). Then the same throws are repeated, starting with the right hand throwing a 7 with the ball that was just passed to it. When the pattern is done with the right heights and a good even rhythm, all the objects peak at the same time.   4 ball 975300 360 animation   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 6631 , 7333  Exercises to prepare for 7531 :  2 ball 75  3 ball 751  3 ball 753  4 ball 75   Variations Edit  97531  b97531  db97531   8642  9753   b531  9317  7571  7535   86420   1357       Four club combo 1  4 club  connection sequence with a 7531 by Dave Nager      Retrieved from "" http://juggle.wikia.com/wiki/7531?oldid=21488 ""     "
Mills_mess,,,https://vignette.wikia.nocookie.net/juggle/images/3/3a/7b_mills_attempt/,"https://www.youtube.com/watch?v=0E47-c0VubE,,,https://www.youtube.com/watch?v=3h2eSTobeys,,,",,https://juggle.wikia.com/wiki/Mills_mess,"         Mills mess is a trick invented by Steve Mills . The pattern is a repeating sequence of three different kinds of throws:      7b mills attempt  7 ball Mills mess by Daniel Eaker    The first throw is an outside throw . The next catch made by the hand making this throw should be done with that arm crossed over the other arm. The second throw is made under the arm , and the arms stay crossed so that the next catch made by that hand is also done under the arm. The third throw is made starting with the arms crossed , uncrossing them while throwing with the hand that's on top. This prop , when thrown with the right hand, goes over the top of the pattern from left to right. The next catch made by the hand making this throw should be done with the arms uncrossed.  These three throws are done starting with the right hand and the left hand alternately. Unless this trick is combined with a siteswap , in a Mills mess pattern with an odd number of objects the objects are always thrown with one hand and caught with the other hand, and in a pattern with an even number of objects each object is always thrown and caught with the same hand. Because all the throws are made on the outside of the pattern, it's easier to transition into Mills mess from a reverse cascade or fountain than from the basic pattern .     3 ball Mills mess   4 ball Mills mess   5 ball Mills mess       Three Ball Mills Mess Tutorial  3 ball Mills mess tutorial       Juggling Tutorial 4 ball Mills' Mess - part I  4 ball Mills mess tutorial ( part 1 , part 2 , part 3 )    World records Edit  Mills mess records with publicly available video evidence:  3 ball Mills mess: 1 hour, 11 minutes, and 9 seconds by Luka Tchernia in 2017 ( video ) 4 ball Mills mess: 21 minutes and 22 seconds by Dominik Braun in 2018 ( video ) 5 ball Mills mess: 10 minutes and 43 seconds by Thomas Dietz in 2009 ( video ) 6 ball Mills mess: 146 catches by Josiah Jones in 2007 ( video ) 7 ball Mills mess: 22 catches by Michael Pearce in 2018 ( video )  4 ring Mills mess: 1 minute and 32 seconds by Marc Schneider in 2015 ( video ) 5 ring Mills mess: 38 catches by Kip Hunt in 2014 ( video )  3 club Mills mess: 26 minutes by Kip Hunt in 2014 ( video ) 4 club Mills mess: 2 minutes and 44 seconds by Marc Schneider in 2018 ( video ) 5 club Mills mess: 79 catches by Toby Walker in 2008 ( video ) 6 club Mills mess: 12 catches by Toby Walker in 2011 ( video )  Unverified claims:  3 ball Mills mess: 2 hours and 30 minutes by Luka Tchernia in 2016 ( claim ) 6 ball Mills mess: 850 catches by Josiah Jones ( claim ) 7 ball Mills mess: 24 catches by Josiah Jones in 2007 ( claim ) 8 ball Mills mess: 12 catches by Nick Thomas ( claim ) 9 ball Mills mess: 11 catches by Nick Thomas ( claim )  Alternative names Edit  Mills Mess Alternating cross-armed pattern Pretzel  Variations Edit     Flo's mess  After the under-the-arm throw, you uncross your arms and do an outside throw instead of doing a cross-armed throw.   Half mess  Three throws of Mills mess followed by another outside throw so you start from the same side each time you repeat the pattern.   Reverse Mills mess For 3 balls, this is the same as a normal Mills mess except the under the arm throw is made on the inside of the pattern, going up in between the other two balls.       Reverse Mills Mess (In Time) Juggling Tutorial 27  Reverse Mills mess tutorial    Mike's mess ( 522 Mills mess with the 5 under the arm) Burke's barrage ( 423 Mills mess with the 4 under the arm) Luke's lobotomy (similar to 504 Mills mess with the 4 under the arm) Rubenstein's revenge (similar to a Mills mess where both cross-armed throws are made under the arm) Eric's extension  Boston mess  Overhead Mills mess Mills mess siteswaps (examples below)     531 mess with the 5 under the arm   531 mess with the 3 under the arm   531 mess with the 1 under the arm     633 mess with the 6 under the arm   633 mess with the first 3 under the arm   633 mess with the second 3 under the arm     645 mess with the 6 under the arm   645 mess with the 4 under the arm   645 mess with the 5 under the arm     Retrieved from "" http://juggle.wikia.com/wiki/Mills_mess?oldid=21494 ""     "
8888811,6,8888811,https://vignette.wikia.nocookie.net/juggle/images/9/99/8888811_200.gif,,,https://juggle.wikia.com/wiki/8888811,"           8888811    6 ball 5 high 2 low     Capacity    6     Period    7     Full period    42     Orbits    2     Composition    Prime     States    (Ground state) 111111 (8) 11111001 (8) 11110011 (8) 11100111 (8) 11001111 (8) 10011111 (1) 1011111 (1)      Ladder diagram         Stack notation    6666611     Dual    bb44444      Anagrams    8881881  8888181     8888811 is a symmetrical 6 object siteswap where you make five non-crossing throws at 8 object height (about twice the height of the basic pattern ), and then pass an object from one hand to the other and back. This is the 6 object version of 66611 .  Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 6  ball  fountain , 66611  Exercises to prepare for 8888811 :  1 ball 8  2 ball 88  2 ball 81  2 ball 818  2 ball 8118  3 ball 8  3 ball 881  3 ball 88111  3 ball 8811111  3 ball 888  4 ball 88  4 ball 888  4 ball 88811  4 ball 8881111  4 ball 8888  5 ball 888  5 ball 88881  5 ball 8888111  5 ball 88888  6 ball 8888  6 ball 88888   Variations Edit  9999922  aaaaa33   777771  99999111   5511  66611  777711  99999911   8888820   8888881  b888811  b888118  b881188  b811888  b118888   e8888811   855  8844  88833  888822  88888800     Retrieved from "" http://juggle.wikia.com/wiki/8888811?oldid=19949 ""     "
864,6,864,https://vignette.wikia.nocookie.net/juggle/images/a/a8/864_200.gif,,,https://juggle.wikia.com/wiki/864,"           864    6 ball high-middle-low     Capacity    6     Period    3     Full period    12     Orbits    4     Composition    Prime     States    (Ground state) 111111 (8) 11111001 (6) 1111011 (4)      Ladder diagram         Stack notation    654     Dual    Self-dual    864 is a symmetrical 6 object siteswap where none of the throws cross. The 8s are non-crossing throws about twice as high as the fountain , the 6s are the same height as the basic fountain pattern, and the 4s are about a third of the height of the fountain. All three of these throws should peak at the same time. All the 6s are done with the same two objects. This is the 6 object version of 753 .   Video : 6 ball 864 run by Matthew Tiffany   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 855 , 804 , 8642  Exercises to prepare for 864 :  2 ball 6080  3 ball 804060  6 ball 8646   Variations Edit  975   9753  a8642  b97531  ca86420   8642  a864   b64  948  867  b94  b67  978   882  a44  a86   86  86420     Retrieved from "" http://juggle.wikia.com/wiki/864?oldid=19938 ""     "
645,5,645,https://vignette.wikia.nocookie.net/juggle/images/d/d8/645_200.gif,"http://www.youtube.com/watch?v=LqYtPtfA1QI&amp;t=1m27s,,,",,https://juggle.wikia.com/wiki/645,"           645    5 ball high-low-middle     Capacity    5     Period    3     Full period    18     Orbits    3     Composition    64 5      States    (Ground state) 11111 (6) 111101 (4) 11111 (5)      Ladder diagram         Stack notation    545     Dual    Self-dual    645 is a symmetrical 5 object siteswap where the first two throws don't cross, and the third throw does cross. The first throw (a 6) is about one and a half times as high as the cascade , and the second throw (a 4) is about half the height of the cascade. The third throw (a 5) is exactly the same as a throw in the cascade. This is the 5 object version of 534 . All the 6s are done with the same two objects, and the pattern is often done with those objects staying in columns on the outside of the pattern. Before learning this pattern, you should already be good at the 5 ball  cascade , 534 , 6451 (starting from both sides), 561 , and 64 (starting from both sides).   Video : 5 club 645 with outside throws and backcrosses by Vova Galchenko   World records Edit  645 world records with publicly available video evidence:  5 ball 645: 8 minutes and 5 seconds by Carlos Chaparro in 2017 ( video ) 5 ring 645: 2 minutes and 19 seconds by Delaney Bayles in 2017 ( video ) 5 club 645: 2 minutes and 48 seconds by Daniel Ledel in 2014 ( video )  Unverified claims:  5 ball 645: 20 minutes by Paweł Witczak in 2008 ( claim ) 5 club 645: 711 catches by Iver Tronstad in 2015 ( claim )  Variations Edit  756  867   945  864  975  948   34567  2345678  123456789  0123456789a   663  852  825  834   6451  9645       645 with outside 6s        Trick 1015  5 ball 645 with the 6s caught as penguins by Haavard Hvidsten       Trick 108  5 ball 645 with the 6s caught under the arm by Haavard Hvidsten        Juggling Tutorial 5 ball siteswap 645 Part I  645 tutorial      Retrieved from "" http://juggle.wikia.com/wiki/645?oldid=20734 ""     "
1-up_4-up,,,https://vignette.wikia.nocookie.net/juggle/images/d/d2/3_columns_1up2up_cross_200.gif,,,https://juggle.wikia.com/wiki/1-up_4-up,"         1-up 4-up is a 5 object variation of the 3 object columns pattern 1-up 2-up, where each of the objects in the ""2-up"" part is replaced with two objects thrown as a stacked  multiplex .     3 ball 1-up 2-up   5 ball 1-up 4-up   5 ball crossing 1-up 4-up    Video : 5 club 1-up 4-up tricks by Chris Fowler   Variations with more than 5 objects Edit     6 ball 2-up 4-up   7 ball 3-up 4-up   7 ball 1-up 6-up    Video : 6 ring 2-up 4-up by Chris Fowler    Video : 7 ball 1-up 6-up connected to db97531 by Dave Leahy    Video : 7 ball 1-up 6-up with a contortion catch by Dan Wood    Video : 7 ball crossing 1-up 6-up with a ball passed around the body by Peter Bone    Video : 7 ball 3-up 4-up 360 by David Ferman    Video : 7 ball high-low-middle 4-up by David Ferman - siteswap : 9x7x8x22[1x1x]([86],[7x5x])*      1 up 6 up tricks  7 ball 1-up 6-up variations by Josh Turner        Tutorial 1 up 4 up  1-up 4-up tutorial      Retrieved from "" http://juggle.wikia.com/wiki/1-up_4-up?oldid=21522 ""     "
531,3,531,https://vignette.wikia.nocookie.net/juggle/images/b/b5/531_200.gif,,,https://juggle.wikia.com/wiki/531,"           531    3 ball freeze-frame     Capacity    3     Period    3     Full period    6     Orbits    3     Composition    Prime     States    (Ground state) 111 (5) 11001 (3) 1011 (1)      Ladder diagram         Stack notation    321     Dual    Self-dual    531 is a symmetrical 3 object siteswap where all the throws cross. The objects are thrown and then caught in the reverse order: the last object thrown is caught first (actually this object is not thrown, it's just passed from one hand straight into the other), and the first object thrown is caught last. The right hand throws the first ball at 5 ball height (a 5), then the left hand throws the next ball at 3 ball height (a 3), about a quarter of the height of the 5, and then the other ball is passed straight from the right hand to the left hand (a 1). Then the same three beats are repeated, starting with the left hand throwing a 5 with the ball that was just passed to it. All the 3s are done with the same ball. When the pattern is done with the right heights and a good even rhythm, the 5 and the 3 peak at the same time.   3 ball 75300 360 animation    Video : 3 club 531 in body throws by Kenny Cheung   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 441 , 501  Exercises to prepare for 531 :  2 ball 53  2 ball 31  3 ball 5   Variations Edit  7531  97531  b97531  db97531   642  753  864  975   73131  9313131   75751  9797971   6631  77731  888831  9999931   831  561  534  645   6420   711       Trick 926  3 ball 531 with the 5s behind the neck by Haavard Hvidsten       Siteswap of the Day 22 (531 bounce)  3 ball 531 with bounced 5s by Robert Wood       531 Mills Messes  531 Mills mess tutorial      Retrieved from "" http://juggle.wikia.com/wiki/531?oldid=19912 ""     "
Burke's_Burrage,,,https://vignette.wikia.nocookie.net/juggle/images/9/98/4_burke%27s_burrage_200.gif,,,https://juggle.wikia.com/wiki/Burke's_Burrage,"         This article is about the patterns invented by Luke Burrage . For the pattern invented by Ken Burke , see Burke's barrage .        4 ball Burke's Burrage     5 ball Burke's Burrage   Burke's Burrage is the name of two tricks invented by Luke Burrage . 4 ball Burke's Burrage is a shape distortion of the synchronous 4 ball fountain . The throws are made with the arms crossed , changing which hand is on top each time, and the catches are made with the arms uncrossed. The throws in this pattern look like crossing throws, but each ball is actually caught by the same hand that threw it, because it is thrown with the arms crossed and caught with the arms uncrossed. 5 ball Burke's Burrage is a multiplex pattern with the siteswap [44][22]3. It is a combination of Burke's barrage (a 423 pattern where a ball is carried through the middle of the pattern, under the 4) and takeouts (a variation of Burke's barrage where the ball is carried over the 4). In 5 ball Burke's Burrage, each 4 is replaced with a stacked multiplex - a [44] - so the balls can be carried under one 4 and over the other, through the middle of the stack.      Burkes Burrage (video from 2003)  Burke's barrage, takeouts, and 5 ball Burke's Burrage by Luke Burrage      Retrieved from "" http://juggle.wikia.com/wiki/Burke%27s_Burrage?oldid=19451 ""     "
936,6,936,https://vignette.wikia.nocookie.net/juggle/images/0/0b/936_200.gif,,,https://juggle.wikia.com/wiki/936,"           936         Capacity    6     Period    3     Full period    18     Orbits    4     Composition    Prime     States    (Excited state) 1111011 (9) 111011001 (3) 11111001 (6)      Ladder diagram         Stack notation    635     Dual    Self-dual     Anagrams    963 ( time-reverse )    936 is a symmetrical 6 object siteswap . The 9s should be about 2 1/2 times as high as the 6s (which are the same height as the basic 6 ball pattern juggled at the same speed), and the 3s should be about 1/6 of the height of the 6s. There are three balls that are always thrown as 9s, two that are always thrown as 6s, and one that is always thrown as a 3. This is an excited state siteswap, starting in the state 1111011. You can transition from the basic pattern to 936 using two 7s, and back to the basic pattern with a 4:   ...666666666666 77 936936936936 4 666666666666...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 6 ball fountain , 714 , 933 , 906  Exercises to prepare for 936 :  3 ball 936  4 ball 936  4 ball 93691  4 ball 93693  5 ball 793623  5 ball 793691244  5 ball 793693044  6 ball 779364   Variations Edit  a47  b58   963   0369c   966  993  996  c36   756  837  891  945  b34  b61       936, 945 and 963  6 ball 936, 945 , and 963 by Haavard Hvidsten      Retrieved from "" http://juggle.wikia.com/wiki/936?oldid=19411 ""     "
801,3,801,https://vignette.wikia.nocookie.net/juggle/images/b/b9/801_200.gif,,,https://juggle.wikia.com/wiki/801,"           801    3 ball snowball trick     Capacity    3     Period    3     Full period    9     Orbits    1     Composition    Prime     States    (Excited state) 101001 (8) 01001001 (0) 1001001 (1)      Ladder diagram         Stack notation    301    801 is a symmetrical 3 object siteswap . The throws used in this pattern are 8s - high, non-crossing throws. After one hand throws an object, the same hand catches another object and passes it over to the other hand, to be thrown as the next 8. This is an excited state siteswap, starting in the state 101001. You can do the pattern from a cold start or from a warm start by leaving out the 1s in the first two rounds, and you can go back to the basic pattern by pausing for 6 beats after throwing an 8:   ...333333 822820 801801801801 802022 333333...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 3  ball  cascade , 501  Exercises to prepare for 801 :  1 ball 8  2 ball 8208  2 ball 820201801  3 ball 612  3 ball 8  3 ball 822801   Variations Edit  912  a23   804  831  b01  834  b04  b31   612  603   c0111       Mees vs Wouter, 3b game of juggle, trick 1  3 ball 801 with 8s as penguins by Wouter van Doorn      Retrieved from "" http://juggle.wikia.com/wiki/801?oldid=19634 ""     "
